Text,Location
Denkzeichen Modezentrum Hausvogteiplatz,"Berlin, Germany"
Hexenkessel Hoftheater,"Berlin, Germany"
DIN Platz,"Berlin, Germany"
Sommerbad Neukolln,"Berlin, Germany"
Britzer WeinKultur,"Berlin, Germany"
FHXB Friedrichshain-Kreuzberg Museum,"Berlin, Germany"
Kunstbibliothek,"Berlin, Germany"
Plansche - Planterwald,"Berlin, Germany"
Grunewaldsee,"Berlin, Germany"
Okowerk,"Berlin, Germany"
Plansche Forckenbeckplatz,"Berlin, Germany"
Auswärtiges Amt,"Berlin, Germany"
"Skulptur ""Löwengruppe""","Berlin, Germany"
Denkmal General Graf Yorck,"Berlin, Germany"
Denkmal Max Planck,"Berlin, Germany"
Galerie Son,"Berlin, Germany"
Catholic Church of St. Anthony,"Berlin, Germany"
"Sculpture ""Saemann""","Berlin, Germany"
Vulkan Stern Casino,"Berlin, Germany"
Standbild General Friedrich Wilhelm von Bülow,"Berlin, Germany"
Denkmal König Friedrich Wilhelm III.,"Berlin, Germany"
Jüdisches Theater Berlin BIMAH,"Berlin, Germany"
Sri Ganesha Hindu Tempel,"Berlin, Germany"
Das Buddhistische Haus,"Berlin, Germany"
Denkmal Sinkende Mauer,"Berlin, Germany"
Museum of Pre- and Early History (Museum fur Vor- und Fruhgeschichte),"Berlin, Germany"
Olof Palme Platz,"Berlin, Germany"
Kleistdenkmal,"Berlin, Germany"
Zozoville Gallery,"Berlin, Germany"
Kurfürstenhaus,"Berlin, Germany"
Denkmal fur den Leierkastenmann,"Berlin, Germany"
Volkspark am Weinbergsweg,"Berlin, Germany"
Bibliothek des Deutschen Bundestages,"Berlin, Germany"
Herz-Jesu-Kirche Berlin-Tegel,"Berlin, Germany"
Statue of Fuerst Leopold von Dessau.,"Berlin, Germany"
Antikmarkt am Ostbahnhof,"Berlin, Germany"
Neue Kirche,"Berlin, Germany"
Stadtgericht Mitte,"Berlin, Germany"
the Haus,"Berlin, Germany"
Konrad Adenauer Denkmal,"Berlin, Germany"
Trinitatis Kirche,"Berlin, Germany"
Mausoleum der familie Brohse,"Berlin, Germany"
Postamt Rohrpost,"Berlin, Germany"
Bärenbrunnen,"Berlin, Germany"
Catholic Church of St. Pius,"Berlin, Germany"
Zoofenster,"Berlin, Germany"
Theater unterm Turm,"Berlin, Germany"
IMAGO Camera,"Berlin, Germany"
Robert-Koch Denkmal,"Berlin, Germany"
Lise Meitner Denkmal,"Berlin, Germany"
Anti War Museum,"Berlin, Germany"
Berlin Tourist Info,"Berlin, Germany"
Haus am Kleistpark,"Berlin, Germany"
Yellow Lemon Curated Vintage Furniture,"Berlin, Germany"
Haus Amerika-Gedenkbibliothek,"Berlin, Germany"
Arnswalder Platz,"Berlin, Germany"
Tritonbrunnen,"Berlin, Germany"
Heinrich Zille Denkmal,"Berlin, Germany"
Berlin Tourist Info,"Berlin, Germany"
Hans Joachim von Zieten statue,"Berlin, Germany"
Ackerhalle,"Berlin, Germany"
Alice - Museum fur Kinder,"Berlin, Germany"
Kath. Kirchengemeinde St. Matthias,"Berlin, Germany"
Galerie Eigen & Art,"Berlin, Germany"
Licht-Obelisk,"Berlin, Germany"
